"country","year","cowcode","western","lbritcoli","lnewci","lethnici","lmoslemi","lproti","lreligioni","oil","lpolity2","llngdppc","lgrowth","lworld_polity","lage","polity2_norm","lpolity2_norm","dec90","dec2000","pr","federalism","lb_dum","cses_dum","ab_dum","lgvf","lgvp","lpvf","lpvp","war","v2peapssoc","v2x_polyarchy","reversed_v2peapssoc","bgi","lagged_v2x_polyarchy"
"South Africa",2012,560,0,0,0,28,1.39999997615814,78.0999984741211,41,0,9,9.41625499725342,1.72515428066254,4.07975482940674,19,0.949999988079071,0.949999988079071,0,0,1,0,0,0,1,0.244109600782394,0.172143399715424,0.207052394747734,0.35286208987236,0,-0.682,0.773,1.129,0.640191980182691,0.771
"South Africa",2013,560,0,0,0,28,1.39999997615814,78.0999984741211,41,0,9,9.42262363433838,0.638913333415985,4.06748485565186,20,0.949999988079071,0.949999988079071,0,0,1,0,0,0,0,0.254227936267853,0.177921295166016,0.192732453346252,0.32141575217247,0,-0.682,0.76,1.129,0.640191980182691,0.773
"South Africa",2014,560,0,0,0,28,1.39999997615814,78.0999984741211,41,0,9,9.42982196807861,0.722372710704803,4.23926401138306,21,0.949999988079071,0.949999988079071,0,0,1,0,0,0,0,0.264346301555634,0.183699205517769,0.17841249704361,0.28996941447258,0,-0.682,0.745,1.129,0.640191980182691,0.76
"South Africa",2015,560,0,0,0,28,1.39999997615814,78.0999984741211,41,0,9,9.42982196807861,7.84116218710551e-06,4.17073154449463,22,0.949999988079071,0.949999988079071,0,0,1,0,0,0,0,0.264346301555634,0.183699205517769,0.17841249704361,0.28996941447258,0,-0.682,0.741,1.129,0.640191980182691,0.745
"Spain",1992,230,1,0,0,27,0,0.400000005960464,3,0,10,10.1133365631104,2.31264185905457,1.33749997615814,13,1,1,1,0,1,1,0,0,0,0.115984961390495,0.169247582554817,0.19084744155407,0.135241955518723,0,1.771,0.89,-1.324,0.260411828456417,NA
"Spain",1993,230,1,0,0,27,0,0.400000005960464,3,0,10,10.1192855834961,0.596732437610626,2.00624990463257,14,1,1,1,0,1,1,0,0,0,0.124951116740704,0.185005053877831,0.194954872131348,0.14219431579113,0,1.771,0.892,-1.324,0.260411828456417,0.89
"Spain",1994,230,1,0,0,27,0,0.400000005960464,3,0,10,10.1058082580566,-1.3387188911438,2.21604943275452,15,1,1,1,0,1,1,0,0,0,0.133917272090912,0.200762540102005,0.199062317609787,0.149146676063538,0,1.771,0.893,-1.324,0.260411828456417,0.892
"Spain",1995,230,1,0,0,27,0,0.400000005960464,3,0,10,10.1266708374023,2.10813856124878,2.49689435958862,16,1,1,1,0,1,1,0,0,0,0.142883434891701,0.216520011425018,0.203169748187065,0.156099036335945,0,1.771,0.893,-1.324,0.260411828456417,0.893
"Spain",1996,230,1,0,0,27,0,0.400000005960464,3,0,10,10.1515321731567,2.51734590530396,2.46875,17,1,1,1,0,1,1,0,1,0,0.15184959769249,0.232277497649193,0.207277193665504,0.163051396608353,0,1.771,0.891,-1.324,0.260411828456417,0.893
"Spain",1997,230,1,0,0,27,0,0.400000005960464,3,0,10,10.1756153106689,2.43752455711365,2.35625004768372,18,1,1,1,0,1,1,0,1,0,0.128826096653938,0.196962401270866,0.192772194743156,0.187357798218727,0,1.771,0.891,-1.324,0.260411828456417,0.891
"Spain",1998,230,1,0,0,27,0,0.400000005960464,3,0,10,10.209210395813,3.416583776474,2.33750009536743,19,1,1,1,0,1,1,0,1,0,0.130526274442673,0.19954040646553,0.192573666572571,0.184405744075775,0,1.771,0.891,-1.324,0.260411828456417,0.891
"Spain",1999,230,1,0,0,27,0,0.400000005960464,3,0,10,10.2478713989258,3.94177412986755,2.49375009536743,20,1,1,1,0,1,1,0,1,0,0.132226437330246,0.202118396759033,0.192375153303146,0.181453704833984,0,1.771,0.891,-1.324,0.260411828456417,0.891
